名稱,藝人,作曲者,專輯,分類,作品,樂章編號,樂章,樂章名稱,類型,大小,時間長度,光碟編號,光碟數量,音軌編號,音軌數量,年份,修改日期,加入的日期,位元率,取樣頻率,音量調整,種類,等化器,註解,播放次數,最近播放,略過次數,上次略過的日期,喜好程度,位置
我會 我會,吳青峰,Qing Feng Wu,冊葉一 :  一與一,,,,,,Mandopop,5838788,159,1,2,2,8,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2024/11/11 02:47,,,,
最難的是相遇,吳青峰,Qing Feng Wu,冊葉一 :  一與一,,,,,,Mandopop,9595845,270,1,2,4,8,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/21 01:10,,,,
阿茲海默,吳青峰,Qing Feng Wu,冊葉一 :  一與一,,,,,,Mandopop,11943684,343,1,2,5,8,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/24 01:33,,,,
柔軟,吳青峰,Qing Feng Wu,冊葉一 :  一與一,,,,,,Mandopop,10954646,320,1,2,7,8,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/23 16:52,,,,
低低星垂,吳青峰,Qing Feng Wu,冊葉一 :  一與一,,,,,,Mandopop,9248360,264,1,2,8,8,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
能不能想起我(電影《杏林醫院》主題曲),鄧福如 AFÜ,AFÜ,能不能想起我(電影《杏林醫院》主題曲) - Single,,,,,,Mandopop,9897129,285,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
根本不是我對手,持修,ChihSiou,房間裡的大象,,,,,,Mandopop,8118030,223,1,1,1,11,2019,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
最嚮往的地方,林俊傑,JJ Lin,倖存者 - EP,,,,,,Mandopop,8539651,232,1,1,1,6,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
暫時的記號,林俊傑,JJ Lin,倖存者 - EP,,,,,,Mandopop,8823269,253,1,1,6,6,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
天真有邪,林宥嘉,,今日營業中,,,,,,Mandopop,11482893,330,1,1,2,13,2016,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
親親,梁靜茹,,親親,,,,,,Mandopop,8644337,248,1,1,5,12,2006,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 21:00,,,,
白色 (戲劇《緊急公關》插曲),白安,,白色 (戲劇《緊急公關》插曲) - Single,,,,,,Mandopop,8635448,245,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/23 22:13,,,,
因為你 所以我,五月天,,因為你 所以我 - Single,,,,,,Mandopop,9957991,281,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/21 20:55,,,,
正想著你呢,持修,ChihSiou,房間裡的大象,,,,,,Mandopop,7208630,205,1,1,5,11,2019,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/27 02:32,,,,
最好是,林俊傑,JJ Lin,倖存者 - EP,,,,,,Mandopop,9457646,272,1,1,5,6,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
帶我去找夜生活,告五人,,帶我去找夜生活 - Single,,,,,,Mandopop,10552336,299,1,1,1,1,2019,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
你要不要吃哈密瓜,告五人,,迷霧之子 - Single,,,,,,Mandopop,9400917,269,1,1,1,3,2017,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/23 21:11,,,,
披星戴月的想你,告五人,,披星戴月的想你 - Single,,,,,,Mandopop,12037830,349,1,1,1,1,2018,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/22 03:35,,,,
在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),告五人,,運氣來得若有似無,,,,,,Mandopop,12486120,357,1,1,4,12,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 01:45,,,,
一點點,吳青峰,Yoga Lin,冊葉一 :  一與一,,,,,,Mandopop,9718165,277,2,2,5,8,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/23 19:26,,,,
年輪說,吳青峰,Zheng Yu Jie,冊葉一 :  一與一,,,,,,Mandopop,10319644,295,2,2,3,8,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/22 03:44,,,,
用破碎的心修好破碎的心,持修,ChihSiou & Shaoen Lo,用破碎的心修好破碎的心 - Single,,,,,,Mandopop,6971808,191,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
運氣來得若有似無,告五人,,運氣來得若有似無,,,,,,Mandopop,9706676,266,1,1,6,12,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/27 00:50,,,,
醜人多作怪 (手遊《新斗羅大陸》半週年主題曲),告五人,,運氣來得若有似無,,,,,,Mandopop,9110149,257,1,1,1,12,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
同樣一個你,告五人,,運氣來得若有似無,,,,,,Mandopop,9804942,271,1,1,3,12,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
與海無關 (《比悲傷更悲傷的故事》影集版插曲),告五人,,運氣來得若有似無,,,,,,Mandopop,8658129,245,1,1,10,12,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,1.0,2025/5/27 03:44,,
喜歡我吧 (Live Version),魏嘉瑩,,夜空裡的光,,,,,,Mandopop,9159666,250,1,1,13,15,2019,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/26 03:11,,,,
再唱一遍 (不來梅樂隊),魏嘉瑩,,再唱一遍 (不來梅樂隊) - Single,,,,,,Mandopop,8331465,232,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 23:05,,,,
不是因為天氣晴朗才愛你,魏嘉瑩,,不是因為天氣晴朗才愛你 - Single,,,,,,Mandopop,7873697,221,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/23 22:09,,,,
清晨五點,原子邦妮,Nu & Cha Cha,樂遊原,,,,,,Dance,8231226,227,1,1,8,11,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
你已忘記但我還記得的事,原子邦妮,,你已忘記但我還記得的事 - Single,,,,,,Electronic,8764895,231,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/24 01:54,,,,
被你遺忘的森林,原子邦妮,Cha Cha & Nu,孤單會消失離開不見,,,,,,Electronica,9446656,267,1,1,7,14,2015,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
這樣我就能忘記你了,原子邦妮,,這樣我就能忘記你了 - Single,,,,,,Mandopop,8742568,245,1,1,1,1,2018,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/23 21:37,,,,
Have A Nice Day,魏如萱,Waa Wei,Have A Nice Day - Single,,,,,,Mandopop,9051408,260,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
腦海 (High),原子邦妮,Nu & Cha Cha,樂遊原,,,,,,Dance,6982499,193,1,1,3,11,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
等你下課 (with 楊瑞代),周杰倫,,等你下課 (with 楊瑞代) - Single,,,,,,Mandopop,9669453,270,1,1,1,1,2018,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
失重前幸褔,艾薇,Li Shuang Fei,失重前幸褔 - Single,,,,,,Mandopop,7820311,222,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/26 04:14,,,,
美食沙漠的出口 (2020交大畢業歌),藍色椒麻雞,藍色椒麻雞,美食沙漠的出口 (2020交大畢業歌) - Single,,,,,,Pop,10617251,295,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 01:50,,,,
Don't cry Don't cry (公視《你的孩子不是你的孩子》片尾曲),魏如萱,Waa Wei,Don't cry Don't cry (公視《你的孩子不是你的孩子》片尾曲) - Single,,,,,,Mandopop,10561607,304,1,1,1,1,2018,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 20:37,,,,
因為是你 (原創影集《火神的眼淚》片頭曲),韋禮安,WeiBird & Jerry C,因為是你 (原創影集《火神的眼淚》片頭曲) - Single,,,,,,Mandopop,7648212,211,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/24 01:23,,,,
走建國路回家但後座少ㄌ泥,多多 x 以捷,多多,走建國路回家但後座少ㄌ泥 - Single,,,,,,Mandopop,9326721,271,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/26 03:23,1.0,2024/12/18 02:14,,
第一個想到你,韋禮安,,第一個想到你 - Single,,,,,,Mandopop,11525582,327,1,1,1,1,2016,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
唯一 (三立/台視戲劇《戀愛是科學》插曲),告五人,,運氣來得若有似無,,,,,,Mandopop,9631675,270,1,1,5,12,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
愛人錯過,告五人,,我肯定在幾百年前就說過愛你,,,,,,Mandopop,10168181,292,1,1,1,11,2019,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
下雨天,與少年他 & 芝麻Mochi,Jason Zhang,下雨天 - Single,,,,,,Mandopop,9096693,265,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 20:12,,,,
紫,一顆狼星,Yusuke Hatano,紫 - Single,,,,,,Mandopop,8993811,254,1,1,1,2,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/21 01:32,,,,
全放空 (feat. 鼓鼓 呂思緯),文慧如,,全放空 (feat. 鼓鼓 呂思緯) - Single,,,,,,Mandopop,7757815,219,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
"如果可以 (電影""月老""主題曲)",韋禮安,Jerry C & WeiBird,"如果可以 (電影""月老""主題曲) - Single",,,,,,Mandopop,9582967,274,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/24 02:03,,,,
青空未來,五月天 阿信,,青空未來 - Single,,,,,,Mandopop,8992929,255,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/23 21:52,,,,
好不容易 (《華燈初上》片尾曲),告五人,,好不容易 (《華燈初上》片尾曲) - Single,,,,,,Mandopop,10327929,295,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/27 03:43,,,,
我很好騙,動力火車,,我很好騙 - Single,,,,,,Mandopop,10934802,313,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/23 20:40,,,,
想知道你在想什麼 (《我吃了那男孩一整年的早餐》電影主題曲),周興哲,Eric Chou,想知道你在想什麼 (《我吃了那男孩一整年的早餐》電影主題曲) - Single,,,,,,Mandopop,10243458,294,1,1,1,1,2022,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
一定會,林俊傑,JJ Lin,一定會 - Single,,,,,,Mandopop,7401940,207,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
日環食,邱鋒澤,Wei Hong Zhang,日環食 - EP,,,,,,Mandopop,7967321,225,1,1,1,6,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/21 19:11,,,,
愛我的時候,周興哲 & 單依純,Eric Chou,愛我的時候 - Single,,,,,,Mandopop,7841651,224,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/24 00:23,,,,
薩哈星球,蕭敬騰,Jam Hsiao,隔離套房2827,,,,,,Mandopop,9044093,244,1,1,3,8,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2024/11/11 02:36,,,,
玻璃心,黃明志 & 陳芳語,Namewee,玻璃心 - Single,,,,,,Pop,8529685,238,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
0321,space x,马瑞欣,0321 - Single,,,,,,Mandopop,7034440,194,1,1,1,1,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 02:10,,,,
偶,魏如昀,,所謂如昀,,,,,,Mandopop,9795703,280,1,1,2,10,2016,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
所謂的愛,小宇 宋念宇,Xiao Yu,同在,,,,,,Mandopop,6890722,192,1,1,6,11,2017,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2024/11/11 02:31,,,,
現在就讓我走,宇宙人,,右腦,,,,,,Mandopop,7240319,201,1,1,1,10,2017,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
該忘的日子,郭靜,,我們曾相愛,,,,,,Mandopop,9104221,258,1,1,4,12,2016,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,,,,,
我以為你不會出現 (UAG安全感形象曲),告五人,,我以為你不會出現 (UAG安全感形象曲) - Single,,,,,,Mandopop,12092983,346,1,1,1,1,2022,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
兩個自己,鄧紫棋,G.E.M.,兩個你 - Single,,,,,,Mandopop,6931014,196,1,1,2,2,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
巴別塔慶典,吳青峰,Qing Feng Wu,巴別塔慶典 - Single,,,,,,Mandopop,7777958,212,1,1,1,1,2019,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/26 03:27,,,,
給你一瓶魔法藥水,告五人,YunAn Pan,玫瑰憑證,,,,,,Mandopop,9252635,258,1,1,3,8,2022,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 19:18,,,,
夜的盡頭,鄧紫棋,G.E.M.,啓示錄,,,,,,Mandopop,9980327,281,1,1,13,14,2022,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/23 21:42,,,,
現在你好嗎,原子邦妮,,謝謝你曾經讓我悲傷,,,,,,Electronic,8182739,234,1,1,6,12,2017,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/22 03:07,,,,
也許你不懂,原子邦妮,,謝謝你曾經讓我悲傷,,,,,,Electronic,8930263,249,1,1,5,12,2017,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
謝謝你曾經讓我悲傷,原子邦妮,,謝謝你曾經讓我悲傷,,,,,,Electronic,8360076,224,1,1,2,12,2017,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
蒸發的世界剩下我,原子邦妮,,蒸發的世界剩下我 - Single,,,,,,Mandopop,7485777,207,1,1,1,1,2017,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/21 20:32,,,,
如果我有勇氣失去你,原子邦妮,Nu & Cha Cha,如果我有勇氣失去你,,,,,,Electronic,8468209,241,1,1,3,11,2021,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/24 02:26,,,,
在名為未來的波浪裡,原子邦妮,,在名為未來的波浪裡,,,,,,Electronic,8059819,212,1,1,3,11,2019,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,3.0,2025/5/21 01:57,,,,
FIND YOU,鄧紫棋,G.E.M.,啓示錄,,,,,,Mandopop,9251903,256,1,1,10,14,2022,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/23 22:06,,,,
我們 (時時刻刻),五月天,Ashin Chen,時光機,,,,,,Mandopop,9589360,265,1,1,11,15,2003,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,,,,,,
而立,韋禮安,WeiBird,Sounds of My Life,,,,,,Mandopop,11692053,333,1,1,10,17,2019,2023/2/22 10:49,,256,44100,,Apple Music AAC音訊檔,,,1.0,2025/5/23 17:13,,,,
一念之間,告五人,,帶你飛,,,,,,Mandopop,10439894,287,1,1,4,10,2023,2023/4/17 23:59,2023/4/17 23:59,256,44100,,Apple Music AAC音訊檔,,,33.0,2025/5/20 19:28,1.0,2023/4/23 00:47,,
又到天黑,告五人,,帶你飛,,,,,,Mandopop,10285010,289,1,1,1,10,2023,2023/4/18 00:32,2023/4/18 00:32,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/7/2 14:08,,,,
沒有人寫歌給你過吧,白安,,沒有人寫歌給你過吧,,,,,,Mandopop,10332262,294,1,1,4,10,2022,2023/5/19 07:23,2023/5/19 07:23,256,44100,,Apple Music AAC音訊檔,,,22.0,2025/7/2 15:25,,,,
你的樣子,宇宙人,,理想狀態,,,,,,Mandopop,8637953,241,1,1,3,12,2022,2023/5/19 07:39,2023/5/19 07:39,256,44100,,Apple Music AAC音訊檔,,,72.0,2025/7/7 10:19,,,,
我還繞著你在旋轉,宇宙人,,理想狀態,,,,,,Mandopop,11596251,323,1,1,6,12,2022,2023/5/19 07:49,2023/5/19 07:49,256,44100,,Apple Music AAC音訊檔,,,74.0,2025/7/7 10:24,,,,
Baby我不想離開,宇宙人,,理想狀態,,,,,,Mandopop,11323639,313,1,1,12,12,2022,2023/5/19 09:40,2023/5/19 09:40,256,44100,,Apple Music AAC音訊檔,,,66.0,2025/7/7 10:29,,,,
有一天你會忘記,宇宙人,,理想狀態,,,,,,Mandopop,10150348,284,1,1,11,12,2022,2023/5/19 10:23,2023/5/19 10:23,256,44100,,Apple Music AAC音訊檔,,,64.0,2025/7/7 10:34,,,,
藍色的你 (《比悲傷更悲傷的故事》影集版 插曲),宇宙人,,理想狀態,,,,,,Mandopop,8749809,237,1,1,5,12,2021,2023/5/19 09:51,2023/5/19 09:51,256,44100,,Apple Music AAC音訊檔,,,66.0,2025/7/7 10:38,1.0,2024/6/7 16:07,,
如果我們還在一起,宇宙人,,右腦,,,,,,Mandopop,9592042,273,1,1,4,10,2017,2023/5/20 22:08,2023/5/20 22:08,256,44100,,Apple Music AAC音訊檔,,,70.0,2025/7/7 10:43,1.0,2024/6/28 08:22,,
親愛的對象 (《關於我和鬼變成家人的那件事》電影主題曲),JOLIN蔡依林,JOLIN & Kay Liu,親愛的對象 (《關於我和鬼變成家人的那件事》電影主題曲) - Single,,,,,,Mandopop,10469880,294,1,1,1,1,2022,2023/6/7 19:05,2023/6/7 19:05,256,44100,,Apple Music AAC音訊檔,,,77.0,2025/7/7 10:48,1.0,2023/6/9 17:10,,
I'm not yours (Feat. 安室奈美恵),JOLIN蔡依林,Derek Shih & WeiBird,呸,,,,,,Mandopop,8265866,221,1,1,5,10,2014,2023/6/15 22:13,2023/6/15 22:13,256,44100,,Apple Music AAC音訊檔,,,43.0,2025/7/7 10:51,4.0,2023/7/6 16:26,,
"在, 也不見 (電影《再見,在也不見》主題曲)",孫燕姿,Joshua Leung,"在, 也不見 (電影《再見, 在也不見》主題曲) - Single",,,,,,Mandopop,8222901,233,1,1,1,1,2016,2023/6/30 07:38,2023/6/30 07:38,256,44100,,Apple Music AAC音訊檔,,,47.0,2025/7/7 10:55,2.0,2025/7/3 23:02,,
我要給世界最悠長的濕吻,蔡健雅,Tanya Chua,我要給世界最悠長的濕吻,,,,,,Mandopop,8554386,239,1,1,3,10,2018,2023/7/5 18:31,2023/7/5 18:31,256,44100,,Apple Music AAC音訊檔,,,46.0,2025/7/7 10:59,,,,
Brian's skit,熊仔 & 曾博恩,,PRO,,,,,,Hip-Hop/Rap,2495529,56,1,1,6,14,2022,2023/7/3 20:06,2023/7/3 20:06,256,44100,,Apple Music AAC音訊檔,,,34.0,2025/7/7 11:00,4.0,2023/9/30 02:10,,
這天,蘇打綠,Qing Feng Wu,無與倫比的美麗,,,,,,Mandopop,10707895,304,1,1,7,10,2007,2023/9/24 10:11,2023/9/24 10:11,256,44100,,Apple Music AAC音訊檔,,,33.0,2025/7/7 11:05,,,,
情歌,梁靜茹,,别再为他流泪,,,,,,Mandopop,9525573,260,1,1,5,12,2009,2023/9/24 14:50,2023/9/24 14:50,256,44100,,Apple Music AAC音訊檔,,,29.0,2025/7/4 00:01,2.0,2025/7/7 11:05,,
別問很可怕,J.Sheon,J.Sheon & Zhuan-Zhuan,J.Sheon 同名專輯 街巷,,,,,,Mandopop,8985528,247,1,1,8,11,2017,2023/9/28 02:01,2023/9/28 02:01,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/7/4 00:06,,,,
我只能離開 (說唱版),劉思达,,我只能離開 (說唱版) - Single,,,,,,Mandopop,4991648,134,1,1,1,1,2023,2023/10/23 10:07,2023/10/23 10:07,256,44100,,Apple Music AAC音訊檔,,,103.0,2025/7/4 00:08,2.0,2023/10/24 23:26,,
當你,林俊傑,,她說,,,,,,Mandopop,9042468,249,1,1,4,14,2010,2024/6/4 04:16,2024/6/4 04:16,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/7/4 00:12,1.0,2024/6/8 00:42,,
你朝我的方向走來,馬念先 & 9m88,Ma Nien Hsien,你朝我的方向走來 - Single,,,,,,Mandopop,7430611,210,1,1,1,1,2019,2024/10/15 13:25,2024/10/15 13:25,256,44100,,Apple Music AAC音訊檔,,,30.0,2025/7/7 11:09,,,,
怪天氣,YELLOW黃宣 & 9m88,YELLOW,怪天氣 - Single,,,,,,Contemporary R&B,9029969,259,1,1,1,1,2020,2024/10/25 08:48,2024/10/25 08:48,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/7 11:13,,,,
不放手,吳思賢,,捉迷藏 - EP,,,,,,Mandopop,8547607,242,1,1,1,6,2016,2024/11/3 14:20,2024/11/3 14:20,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/7/2 14:17,1.0,2025/7/7 11:14,,
Blue Love Theme,Andrew Tan,Tan Jia Jan,Dear Paranoia,,,,,,Mandopop,10013422,283,1,1,1,10,2016,2024/11/3 14:30,2024/11/3 14:30,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/5/26 01:21,1.0,2025/6/23 13:51,,
Dust and Ashes,JJ Lin,JJ Lin,Dust and Ashes - Single,,,,,,Mandopop,8051522,231,1,1,1,1,2023,2024/12/12 03:13,2024/12/12 03:13,256,44100,,Apple Music AAC音訊檔,,,11.0,2025/6/23 13:59,1.0,2025/6/5 03:15,,
Brave New World,JJ Lin,JJ Lin,Brave New World,,,,,,Mandopop,10550513,277,1,1,2,11,2014,2024/12/13 08:57,2024/12/13 08:57,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/6/23 14:04,,,,
富士山下,Eason Chan,Christopher Chak,What's Going On...?,,,,,,Cantopop/HK-Pop,9028232,259,1,1,5,10,2006,2024/12/18 01:41,2024/12/18 01:41,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/6/23 14:08,,,,
倒帶,JOLIN,Jay Chou,Castle,,,,,,Mandopop,9451304,265,1,1,10,10,2004,2024/12/18 01:41,2024/12/18 01:41,256,44100,,Apple Music AAC音訊檔,,,11.0,2025/6/23 14:12,1.0,2025/1/27 01:51,,
霍元甲,周杰倫,,霍元甲 - Single,,,,,,Mandopop,9651660,278,1,1,1,2,2006,2024/12/18 01:41,2024/12/18 01:41,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/7/2 15:06,,,,
不得不愛,Will Pan & Stringer,CHOI MIN HO & Ji Ho Choi,高手,,,,,,Mandopop,10222714,281,1,1,2,10,2005,2024/12/18 01:41,2024/12/18 01:41,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/6/23 14:22,,,,
Happy for the Breaking Up,Fish Leong,郭文賢,The Power of Love Songs,,,,,,Mandopop,9730025,275,1,2,8,10,2003,2024/12/18 01:41,2024/12/18 01:41,256,44100,,Apple Music AAC音訊檔,,,8.0,2025/6/23 14:26,,,,
雨愛,Rainie Yang,D-Jin,Rainie & Love?,,,,,,Mandopop,9829593,261,1,1,1,10,2009,2024/12/18 01:42,2024/12/18 01:42,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/6/23 14:31,,,,
只對你有感覺,Fahrenheit & Hebe Tien,,飛輪海 (首張同名專輯),,,,,,Mandopop,8576273,239,1,1,3,11,2006,2024/12/18 01:42,2024/12/18 01:42,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/6/23 14:35,,,,
Cloudy Day,Yanzi Sun,Peter Lee,The Moment,,,,,,Mandopop,8328469,236,2,2,3,14,2000,2024/12/18 01:42,2024/12/18 01:42,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/6/23 14:40,,,,
小情歌,sodagreen,Qing Feng Wu,小宇宙,,,,,,Mandopop,9637648,273,1,1,3,11,2006,2024/12/18 01:43,2024/12/18 01:43,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/6/29 21:07,,,,
布拉格廣場,JOLIN,Jay Chou,Magic,,,,,,Mandopop,10494382,294,1,1,5,11,2003,2024/12/18 01:43,2024/12/18 01:43,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/6/23 14:51,1.0,2025/6/29 21:08,,
說謊,Yoga Lin,,感官/世界,,,,,,Mandopop,9244196,264,1,1,6,11,2009,2024/12/18 01:43,2024/12/18 01:43,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/6/23 14:55,,,,
心牆,Claire Kuo,,在樹上唱歌,,,,,,Mandopop,8076192,226,1,1,3,10,2009,2024/12/18 01:43,2024/12/18 01:43,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/6/23 14:59,,,,
唯一,Wang Leehom,Wang Leehom,唯一,,,,,,Mandopop,9356483,262,1,1,1,11,2001,2024/12/18 01:44,2024/12/18 01:44,256,44100,,Apple Music AAC音訊檔,,,8.0,2025/6/23 15:03,,,,
說愛你,JOLIN,Jay Chou,Magic,,,,,,Mandopop,8827377,226,1,1,1,11,2003,2024/12/18 01:44,2024/12/18 01:44,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/6/23 15:07,1.0,2025/6/13 12:47,,
親愛的那不是愛情,張韶涵,,Ang 5.0,,,,,,Mandopop,9073131,256,1,1,3,10,2007,2024/12/18 01:44,2024/12/18 01:44,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/5/26 03:19,,,,
給我一首歌的時間,周杰倫,,魔杰座,,,,,,Mandopop,9262621,253,1,1,2,11,2008,2024/12/18 01:45,2024/12/18 01:45,256,44100,,Apple Music AAC音訊檔,,,5.0,2025/5/15 21:49,,,,
