名稱,藝人,作曲者,專輯,分類,作品,樂章編號,樂章,樂章名稱,類型,大小,時間長度,光碟編號,光碟數量,音軌編號,音軌數量,年份,修改日期,加入的日期,位元率,取樣頻率,音量調整,種類,等化器,註解,播放次數,最近播放,略過次數,上次略過的日期,喜好程度,位置
就是愛妳,陶喆,David Tao,太平盛世,,,,,,Mandopop,9136917,261,1,1,4,13,2005,2024/12/18 01:45,2024/12/18 01:45,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/5/27 02:40,,,,
會呼吸的痛,梁靜茹,,崇拜,,,,,,Mandopop,9606553,272,1,1,4,11,2007,2024/12/18 01:45,2024/12/18 01:45,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/6/2 10:04,,,,
可惜不是你,梁靜茹,Shane Bin Cao & Francis Lee,絲路,,,,,,Mandopop,10032718,285,1,1,6,10,2005,2024/12/18 01:45,2024/12/18 01:45,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/5/26 04:19,,,,
月牙灣,飛兒樂團,Real Huang,愛‧歌姬,,,,,,Mandopop,11586010,308,1,1,7,12,2007,2024/12/18 01:46,2024/12/18 01:46,256,44100,,Apple Music AAC音訊檔,,,4.0,2025/5/19 14:48,,,,
好心分手 (feat. 王力宏),盧巧音,Mark Lui,不能不愛...盧巧音精選,,,,,,Cantopop/HK-Pop,6449818,180,1,2,16,17,2007,2024/12/18 01:46,2024/12/18 01:46,256,44100,,Apple Music AAC音訊檔,,,5.0,2025/5/26 22:51,,,,
沒那麼簡單,黃小琥,Ricky Hsiao,簡單不簡單,,,,,,Mandopop,10786149,310,1,1,2,10,2009,2024/12/18 01:46,2024/12/18 01:46,256,44100,,Apple Music AAC音訊檔,,,5.0,2025/6/1 21:16,1.0,2025/5/12 06:06,,
小酒窩 (feat. 蔡卓妍),林俊傑,,JJ陸,,,,,,Mandopop,7695978,216,1,1,3,11,2008,2024/12/18 01:47,2024/12/18 01:47,256,44100,,Apple Music AAC音訊檔,,,10.0,2025/7/2 15:01,1.0,2024/12/31 13:00,,
他一定很愛你,阿杜,,阿杜誠意精選,,,,,,Mandopop,7484040,212,1,1,1,26,2001,2024/12/18 01:47,2024/12/18 01:47,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/6/2 08:16,,,,
髮如雪,周杰倫,,11月的蕭邦,,,,,,Mandopop,11353104,301,1,1,3,12,2005,2024/12/18 01:47,2024/12/18 01:47,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/7/2 14:27,,,,
東風破,周杰倫,,葉惠美,,,,,,Mandopop,11340326,315,1,1,5,11,2003,2024/12/18 01:47,2024/12/18 01:47,256,44100,,Apple Music AAC音訊檔,,,3.0,2024/12/25 00:13,,,,
背對背擁抱,JJ Lin,,100天,,,,,,Mandopop,8400583,234,1,1,6,13,2009,2024/12/18 01:47,2024/12/18 01:47,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/6/19 18:35,1.0,2025/3/28 22:42,,
浮誇,陳奕迅,C.Y. Kong,U 87,,,,,,Cantopop/HK-Pop,10084524,283,1,1,5,12,2005,2024/12/18 01:48,2024/12/18 01:48,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/6/1 21:38,,,,
晴天,周杰倫,,葉惠美,,,,,,Mandopop,9393241,269,1,1,3,11,2003,2024/12/18 01:48,2024/12/18 01:48,256,44100,,Apple Music AAC音訊檔,,,5.0,2025/5/18 20:59,,,,
一千年以後,JJ Lin,,林俊傑2003年-2010年作品精選集,,,,,,Mandopop,8053794,227,1,1,2,15,2005,2024/12/18 01:48,2024/12/18 01:48,256,44100,,Apple Music AAC音訊檔,,,8.0,2025/6/6 15:03,,,,
綠光,孫燕姿,Peter Lee,風箏,,,,,,Mandopop,7217709,191,1,1,1,10,2001,2024/12/18 01:48,2024/12/18 01:48,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/5/22 03:21,,,,
曹操,JJ Lin,,曹操,,,,,,Mandopop,8539559,242,1,1,2,12,2005,2024/12/18 01:49,2024/12/18 01:49,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/6/6 15:19,,,,
日不落,JOLIN蔡依林,Alexander Bard & Anders Hansson,特務J,,,,,,Pop,8458677,226,1,1,11,12,2007,2024/12/18 01:49,2024/12/18 01:49,256,44100,,Apple Music AAC音訊檔,,,9.0,2025/6/2 09:36,,,,
情非得已,庾澄慶,Xiao-Kang Tang,海嘯,,,,,,Mandopop,9703005,273,1,1,7,10,2001,2024/12/18 01:49,2024/12/18 01:49,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/5/22 03:29,,,,
歐若拉,張韶涵,,歐若拉,,,,,,Mandopop,9424916,259,1,1,2,10,2004,2024/12/18 01:49,2024/12/18 01:49,256,44100,,Apple Music AAC音訊檔,,,5.0,2025/5/22 18:17,,,,
愛情轉移,陳奕迅,Christopher Chak,認了吧 (台灣版),,,,,,Mandopop,9077998,259,1,1,6,10,2007,2024/12/18 01:49,2024/12/18 01:49,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/5/25 21:56,,,,
夜曲,周杰倫,,11月的蕭邦,,,,,,Mandopop,8827083,228,1,1,1,12,2005,2024/12/18 01:50,2024/12/18 01:50,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/5/27 03:38,,,,
江南,JJ Lin,,林俊傑2003年-2010年作品精選集,,,,,,Mandopop,9740008,268,1,1,1,15,2004,2024/12/18 01:50,2024/12/18 01:50,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/6/6 14:57,,,,
遇見,孫燕姿,Yatfung,這一刻,,,,,,Mandopop,7537736,209,1,2,2,5,2003,2022/12/28 12:57,2024/12/18 01:50,256,44100,,Apple Music AAC音訊檔,,,12.0,2025/7/3 22:41,1.0,2025/7/6 18:13,,
七里香,周杰倫,,七里香,,,,,,Mandopop,10690739,297,1,1,2,10,2004,2024/12/18 01:50,2024/12/18 01:50,256,44100,,Apple Music AAC音訊檔,,,5.0,2025/5/23 12:08,,,,
Super Star,S.H.E,,Super Star,,,,,,Mandopop,7215244,196,1,1,1,10,2003,2024/12/18 01:51,2024/12/18 01:51,256,44100,,Apple Music AAC音訊檔,,,5.0,2025/5/16 19:55,,,,
童話,光良,Michael Wong,童話,,,,,,Mandopop,8819175,244,1,1,2,12,2005,2024/12/18 01:51,2024/12/18 01:51,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/5/26 04:36,,,,
至少還有你,林憶蓮,Davy Chan,林憶蓮's,,,,,,Mandopop,9564346,274,1,1,2,12,2000,2024/12/18 01:51,2024/12/18 01:51,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/5/22 12:26,,,,
後來,劉若英,Chiharu Tamashiro,我等你,,,,,,Mandopop,12561249,341,1,1,2,11,2000,2024/12/18 01:51,2024/12/18 01:51,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/7/2 14:13,,,,
開不了口,Jay Chou,,范特西,,,,,,Mandopop,9982624,284,1,1,5,10,2001,2024/12/19 22:56,2024/12/19 22:56,256,44100,,Apple Music AAC音訊檔,,,8.0,2025/6/29 21:12,,,,
明明就,周杰倫,,十二新作,,,,,,Mandopop,9335271,260,1,1,4,12,2012,2024/12/26 21:22,2024/12/26 21:22,256,44100,,Apple Music AAC音訊檔,,,7.0,2025/7/6 15:51,,,,
不潮不用花錢,林俊傑,,JJ陸,,,,,,Mandopop,8163583,230,1,1,2,11,2008,2024/12/30 01:34,2024/12/30 01:34,256,44100,,Apple Music AAC音訊檔,,,20.0,2025/7/6 21:14,,,,
溫柔 (LIVE),五月天,,五月天 好好好想見到你 Mayday fly to 2022 線上特別版 LIVE,,,,,,Mandopop,11945588,339,1,1,8,10,2022,2025/3/29 16:41,2025/3/29 16:41,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/7/6 21:20,,,,
天使,五月天,,為愛而生,,,,,,Mandopop,8943966,250,1,1,3,13,2006,2025/1/4 01:59,2025/1/4 01:59,256,44100,,Apple Music AAC音訊檔,,,39.0,2025/7/6 21:24,1.0,2025/4/8 19:06,,
一千個世紀,五月天,,為愛而生,,,,,,Mandopop,10791810,302,1,1,12,13,2006,2025/1/6 21:56,2025/1/6 21:56,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/7/6 21:32,,,,
聽不到,梁靜茹,Ashin Chen,戀愛的力量,,,,,,Mandopop,8517393,236,1,2,2,10,2003,2025/1/7 14:54,2025/1/7 14:54,256,44100,,Apple Music AAC音訊檔,,,30.0,2025/7/6 21:36,,,,
瘋狂世界 #MaydayBlue20th,五月天,,瘋狂世界 #MaydayBlue20th - Single,,,,,,Mandopop,9243425,250,1,1,1,1,2019,2025/1/3 15:49,2025/1/3 15:49,256,44100,,Apple Music AAC音訊檔,,,38.0,2025/7/6 21:40,,,,
溫柔 #MaydayBlue20th (feat.孫燕姿),五月天,,溫柔 #MaydayBlue20th (feat.孫燕姿) - Single,,,,,,Mandopop,9738607,271,1,1,1,1,2020,2022/12/28 12:57,,256,44100,,Apple Music AAC音訊檔,,,2.0,2025/5/21 01:24,,,,
純真 #MaydayBlue20th,五月天,,純真 #MaydayBlue20th - Single,,,,,,Mandopop,9579581,271,1,1,1,1,2019,2025/1/8 02:05,2025/1/8 02:05,256,44100,,Apple Music AAC音訊檔,,,41.0,2025/7/6 21:49,,,,
一顆蘋果,五月天,Ashin Chen,人生海海,,,,,,Mandopop,6357067,170,1,1,1,12,2001,2025/1/8 09:59,2025/1/8 09:59,256,44100,,Apple Music AAC音訊檔,,,46.0,2025/7/6 21:52,,,,
如煙,五月天,,後 青春期的詩,,,,,,Mandopop,11545660,314,1,1,10,12,2008,2025/1/8 10:00,2025/1/8 10:00,256,44100,,Apple Music AAC音訊檔,,,39.0,2025/7/6 21:57,,,,
透露,五月天,Ashin Chen,五月天第一張創作專輯,,,,,,Mandopop,7791315,216,1,1,3,12,1999,2025/1/8 10:13,2025/1/8 10:13,256,44100,,Apple Music AAC音訊檔,,,44.0,2025/7/6 22:00,,,,
約翰藍儂,五月天,Monster,神的孩子都在跳舞,,,,,,Chinese Rock,7310413,205,1,1,6,13,2004,2025/1/8 10:19,2025/1/8 10:19,256,44100,,Apple Music AAC音訊檔,,,40.0,2025/7/6 22:04,,,,
最重要的小事,五月天,,為愛而生,,,,,,Mandopop,10689710,290,1,1,7,13,2006,2025/1/9 00:03,2025/1/9 00:03,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/7/6 22:09,,,,
讓我照顧你,五月天,Monster,神的孩子都在跳舞,,,,,,Chinese Rock,8395568,238,1,1,5,13,2004,2025/1/9 09:44,2025/1/9 09:44,256,44100,,Apple Music AAC音訊檔,,,35.0,2025/7/6 22:13,,,,
相信,五月天,Ashin Chen,人生海海,,,,,,Mandopop,10885147,301,1,1,4,12,2001,2025/1/9 16:16,2025/1/9 16:16,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/7/7 02:00,,,,
倉頡,五月天,,第二人生 (末日版),,,,,,Mandopop,10469929,301,1,1,2,14,2011,2025/1/10 03:41,2025/1/10 03:41,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/7/7 02:05,,,,
香水,五月天,,為愛而生,,,,,,Mandopop,9754856,277,1,1,5,13,2006,2025/1/10 19:21,2025/1/10 19:21,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/7/7 02:09,,,,
憨人,五月天,Ashin Chen,愛情萬歲,,,,,,Chinese Rock,9055139,250,1,1,6,12,2000,2025/1/10 19:21,2025/1/10 19:21,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/7/7 07:33,,,,
志明與春嬌,五月天,Ashin Chen,五月天第一張創作專輯,,,,,,Mandopop,10263353,281,1,1,8,12,1999,2025/1/12 05:30,2025/1/12 05:30,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/7/7 07:38,,,,
恆星的恆心,五月天,Ashin Chen,時光機,,,,,,Mandopop,9362805,254,1,1,2,15,2003,2025/1/12 05:33,2025/1/12 05:33,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/7/7 07:55,,,,
時光機,五月天,Ashin Chen,時光機,,,,,,Mandopop,7889860,220,1,1,10,15,2003,2025/1/12 05:39,2025/1/12 05:39,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/7/7 07:59,1.0,2025/6/25 12:37,,
能不能不要說,五月天,Ashin Chen,人生海海,,,,,,Mandopop,8699011,245,1,1,2,12,2001,2025/1/12 14:06,2025/1/12 14:06,256,44100,,Apple Music AAC音訊檔,,,29.0,2025/6/30 21:14,1.0,2025/7/7 07:59,,
終結孤單,五月天,Ashin Chen,愛情萬歲,,,,,,Chinese Rock,7164026,189,1,1,2,12,2003,2025/1/15 02:10,2025/1/15 02:10,256,44100,,Apple Music AAC音訊檔,,,29.0,2025/6/30 21:17,,,,
人生海海,五月天,Ashin Chen,人生海海,,,,,,Mandopop,9848774,282,1,1,12,12,2001,2025/1/15 02:10,2025/1/15 02:10,256,44100,,Apple Music AAC音訊檔,,,29.0,2025/6/30 21:22,1.0,2025/5/4 20:55,,
牙關,五月天,Monster,知足 just my pride 最真傑作選,,,,,,Mandopop,10668718,304,1,2,2,15,2005,2025/1/17 14:31,2025/1/17 14:31,256,44100,,Apple Music AAC音訊檔,,,25.0,2025/6/30 21:27,,,,
有些事現在不做 一輩子都不會做了,五月天,,第二人生 (明日版),,,,,,Mandopop,8094967,227,1,1,1,14,2011,2025/1/20 18:30,2025/1/20 18:30,256,44100,,Apple Music AAC音訊檔,,,19.0,2025/6/30 21:31,2.0,2025/4/7 06:01,,
愛情萬歲,五月天,Ashin Chen,愛情萬歲,,,,,,Chinese Rock,12571131,362,1,1,11,12,2000,2025/1/28 00:01,2025/1/28 00:01,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/6/30 21:37,,,,
任性 (電視劇《難哄》主題曲),五月天,,任性 (電視劇《難哄》主題曲) - Single,,,,,,Mandopop,9596232,265,1,1,1,1,2024,2025/1/30 01:49,2025/1/30 01:49,256,44100,,Apple Music AAC音訊檔,,,22.0,2025/6/30 21:41,,,,
而我知道,五月天,Ashin Chen,時光機,,,,,,Mandopop,9549900,251,1,1,5,15,2003,2025/2/1 02:38,2025/2/1 02:38,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/6/30 21:47,,,,
小船,163 braces,163 braces,小船 - Single,,,,,,Mandopop,6028313,163,1,1,1,1,2023,2025/2/2 22:06,2025/2/2 22:06,256,44100,,Apple Music AAC音訊檔,,,33.0,2025/6/30 21:50,,,,
擁抱,五月天,Ashin Chen,五月天第一張創作專輯,,,,,,Mandopop,8956235,254,1,1,2,12,2003,2025/2/11 11:37,2025/2/11 11:37,256,44100,,Apple Music AAC音訊檔,,,40.0,2025/7/2 14:31,,,,
溫柔,五月天,Ashin Chen,愛情萬歲,,,,,,Chinese Rock,9988072,269,1,1,10,12,2000,2025/3/5 13:24,2025/3/5 13:24,256,44100,,Apple Music AAC音訊檔,,,36.0,2025/6/30 21:58,1.0,2025/3/25 21:22,,
你是唯一,五月天,,步步自選作品輯 1999-2013,,,,,,Mandopop,8100130,215,2,2,1,15,2013,2025/2/13 00:12,2025/2/13 00:12,256,44100,,Apple Music AAC音訊檔,,,32.0,2025/6/30 22:02,2.0,2025/4/7 23:45,,
明白,五月天,Ashin Chen,愛情萬歲,,,,,,Chinese Rock,9966983,280,1,1,3,12,2000,2025/2/17 02:45,2025/2/17 02:45,256,44100,,Apple Music AAC音訊檔,,,30.0,2025/6/30 22:07,,,,
Love Song (Live),方大同,Khalil Fong,15 (Live in Hong Kong 2011),,,,,,Mandopop,12356840,357,2,2,12,14,2012,2025/3/4 13:56,2025/3/4 13:56,256,44100,,Apple Music AAC音訊檔,,,20.0,2025/6/30 22:13,1.0,2025/3/13 16:20,,
溫柔 (還你自由版),五月天,阿信,知足 just my pride 最真傑作選,,,,,,Mandopop,13591484,389,1,2,14,15,2005,2025/3/5 13:24,2025/3/5 13:24,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/6/30 22:20,,,,
特別的人,方大同,Khalil Fong,危險世界,,,,,,Mandopop,9107988,259,1,1,7,15,2014,2025/3/5 18:58,2025/3/5 18:58,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/6/30 22:24,3.0,2025/3/24 14:51,,
麥恩莉,方大同,Khalil Fong,回到未來,,,,,,Mandopop,10007062,288,1,1,6,11,2012,2025/3/8 03:21,2025/3/8 03:21,256,44100,,Apple Music AAC音訊檔,,,26.0,2025/6/30 22:34,,,,
BB88,方大同,Khalil Fong,回到未來,,,,,,Mandopop,7227034,198,1,1,11,11,2012,2025/3/9 03:41,2025/3/9 03:41,256,44100,,Apple Music AAC音訊檔,,,31.0,2025/6/30 22:38,,,,
才二十三,方大同,Khalil Fong,才二十三 - Single,,,,,,Mandopop,8058586,224,1,1,1,1,2024,2025/3/12 09:01,2025/3/12 09:01,256,44100,,Apple Music AAC音訊檔,,,34.0,2025/6/30 22:41,,,,
想悄悄住進你的靈魂 (電視劇《難哄》插曲),蕭秉治,,想悄悄住進你的靈魂 (電視劇《難哄》插曲) - Single,,,,,,Mandopop,8616738,241,1,1,1,1,2025,2025/3/18 19:21,2025/3/18 19:21,256,44100,,Apple Music AAC音訊檔,,,45.0,2025/6/28 19:45,2.0,2025/7/1 01:32,,
Stars Align,R3HAB & JOLIN,"Fadil El Ghoul, Rik Annema & Cimo Fränkel",Stars Align - Single,,,,,,Dance,5856327,161,1,1,1,1,2021,2025/3/26 23:26,2025/3/26 23:26,256,44100,,Apple Music AAC音訊檔,,,20.0,2025/6/28 19:48,,,,
可愛女人,Jay Chou,,同名專輯,,,,,,Mandopop,8577232,239,1,1,1,10,2000,2025/3/28 01:14,2025/3/28 01:14,256,44100,,Apple Music AAC音訊檔,,,20.0,2025/6/28 19:52,1.0,2025/6/24 18:04,,
溫柔 (DNA[創造]小巨蛋LIVE版),五月天,,「創造」小巨蛋DNA Live 演唱會創紀錄音,,,,,,Mandopop,18669210,525,2,2,9,11,2009,2025/3/29 16:42,2025/3/29 16:42,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/7/1 01:41,,,,
盛夏光年,五月天,,步步自選作品輯 1999-2013,,,,,,Mandopop,10150441,282,2,2,4,15,2013,2025/4/5 03:10,2025/4/5 03:10,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/7/1 01:46,1.0,2025/4/7 06:02,,
我还是爱着你,MP魔幻力量,,战神,,,,,,Mandopop,9889054,281,1,1,5,11,2014,2025/4/7 06:01,2025/4/7 06:01,256,44100,,Apple Music AAC音訊檔,,,22.0,2025/7/1 01:51,,,,
偷偷的,Magic Power,,战神,,,,,,Mandopop,9366867,255,1,1,6,11,2014,2025/4/7 06:02,2025/4/7 06:02,256,44100,,Apple Music AAC音訊檔,,,19.0,2025/6/28 20:14,,,,
浪漫血液,林俊傑,JJ Lin,新地球,,,,,,Mandopop,9934729,272,1,1,4,11,2014,2025/4/24 02:47,2025/4/24 02:47,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/7/1 13:17,,,,
生命有一種絕對,五月天,Ashin Chen,我們是五月天,,,,,,Mandopop,8516284,238,1,1,10,14,2003,2025/5/9 15:40,2025/5/9 15:40,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/7/1 13:21,,,,
算什麼男人,周杰倫,,"哎呦, 不錯哦",,,,,,Mandopop,9972320,288,1,1,3,12,2014,2025/5/26 04:20,2025/5/26 04:20,256,44100,,Apple Music AAC音訊檔,,,4.0,2025/7/1 13:26,1.0,2025/6/3 20:54,,
五月天,S.H.E,,Play,,,,,,Mandopop,8156697,232,1,1,4,11,2007,2025/5/27 04:07,2025/5/27 04:07,256,44100,,Apple Music AAC音訊檔,,,6.0,2025/7/1 13:30,,,,
醉赤壁,林俊傑,,林俊傑2003年-2010年作品精選集,,,,,,Mandopop,9743830,278,1,1,12,15,2008,2025/5/27 04:28,2025/5/27 04:28,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/7/2 13:37,,,,
嘿!我要走了,五月天,Ashin Chen,五月天第一張創作專輯,,,,,,Mandopop,8822811,247,1,1,6,12,1999,2025/5/27 14:12,2025/5/27 14:12,256,44100,,Apple Music AAC音訊檔,,,11.0,2025/7/1 13:38,,,,
新的心跳,鄧紫棋,,新的心跳,,,,,,Mandopop,7860562,217,1,1,3,10,2015,2025/5/27 14:59,2025/5/27 14:59,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/7 13:13,,,,
11,鄧紫棋,Hooleeger & Young Captain,11 - Single,,,,,,Mandopop,8098404,228,1,1,1,1,2023,2025/5/27 15:36,2025/5/27 15:36,256,44100,,Apple Music AAC音訊檔,,,11.0,2025/7/7 13:17,,,,
輸了你贏了世界又如何 (Live),林俊傑,,夢想的聲音第二季 第4期(Live),,,,,,Mandopop,10238704,283,1,1,5,7,2017,2025/6/5 00:56,2025/6/5 00:56,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/7 13:22,,,,
雪落下的聲音 (Live),林俊傑,,夢想的聲音第三季 第2期(Live),,,,,,Mandopop,10672465,302,1,1,4,11,2018,2025/6/5 01:35,2025/6/5 01:35,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/7 14:03,1.0,2025/6/5 03:16,,
我們很好 (《少年的你》電影主題曲),林俊傑,JJ Lin,我們很好 (《少年的你》電影主題曲) - Single,,,,,,Mandopop,9491084,269,1,1,1,1,2019,2024/12/12 02:19,2024/12/12 02:19,256,44100,,Apple Music AAC音訊檔,,,28.0,2025/7/7 18:04,,,,
是你,林俊傑,Miya,"JJ的咖啡調調, Vol. 2 - EP",,,,,,Mandopop,8443709,218,1,1,4,5,2023,2025/6/5 02:04,2025/6/5 02:04,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/7/1 15:01,1.0,2025/7/7 11:23,,
黑夜問白天,林俊傑,JJ Lin,偉大的渺小,,,,,,Mandopop,10107366,292,1,1,7,9,2017,2025/6/5 03:13,2025/6/5 03:13,256,44100,,Apple Music AAC音訊檔,,,17.0,2025/7/1 15:06,2.0,2025/6/11 20:39,,
手心的薔薇 (feat. 鄧紫棋),林俊傑,JJ Lin,新地球,,,,,,Mandopop,9964065,280,1,1,6,11,2014,2025/6/5 03:13,2025/6/5 03:13,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/7/1 15:37,1.0,2025/6/5 03:13,,
關鍵詞,林俊傑,JJ Lin,和自己對話 (實驗專輯),,,,,,Mandopop,7425490,207,1,1,4,18,2015,2025/6/5 03:13,2025/6/5 03:13,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/1 15:40,1.0,2025/6/5 03:13,,
江南,林俊傑,,第二天堂(江南),,,,,,Mandopop,9735896,267,1,1,4,11,2004,2025/6/5 03:13,2025/6/5 03:13,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/1 15:45,1.0,2025/6/10 13:29,,
愛笑的眼睛,林俊傑,,她說,,,,,,Mandopop,8740829,251,1,1,2,14,2010,2025/6/5 03:13,2025/6/5 03:13,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/1 15:49,,,,
因你而在,林俊傑,JJ Lin,因你 而在,,,,,,Mandopop,9912050,265,1,1,1,12,2013,2025/6/5 03:14,2025/6/5 03:14,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/1 15:53,1.0,2025/6/5 03:14,,
裹著心的光,林俊傑,JJ Lin,裹著心的光 - Single,,,,,,Mandopop,9828042,273,1,1,1,1,2021,2025/6/5 03:14,2025/6/5 03:14,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/1 15:58,,,,
Always Online,林俊傑,,JJ陸,,,,,,Mandopop,7908816,221,1,1,7,11,2007,2025/6/5 03:14,2025/6/5 03:14,256,44100,,Apple Music AAC音訊檔,,,11.0,2025/7/1 16:02,1.0,2025/6/5 03:14,,
心牆,林俊傑,,她說,,,,,,Mandopop,7990935,223,1,1,8,14,2010,2025/6/5 03:14,2025/6/5 03:14,256,44100,,Apple Music AAC音訊檔,,,10.0,2025/7/1 16:05,,,,
殺手,林俊傑,,西界,,,,,,Mandopop,10742216,293,1,1,1,10,2007,2025/6/10 09:04,2025/6/10 09:04,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/7/1 16:10,,,,
光陰副本,林俊傑,JJ Lin,光陰副本 - Single,,,,,,Mandopop,9152193,252,1,1,1,1,2024,2025/6/10 17:18,2025/6/10 17:18,256,44100,,Apple Music AAC音訊檔,,,17.0,2025/7/1 16:15,,,,
聖所,林俊傑,JJ Lin,偉大的渺小,,,,,,Mandopop,8080640,229,1,1,1,9,2017,2025/6/10 19:49,2025/6/10 19:49,256,44100,,Apple Music AAC音訊檔,,,28.0,2025/7/7 19:03,2.0,2025/7/9 01:18,,
920,小宇 宋念宇 & A-Lin,,幸福了 然後呢,,,,,,Mandopop,10137799,286,1,1,4,10,2011,2025/6/11 23:50,2025/6/11 23:50,256,44100,,Apple Music AAC音訊檔,,,13.0,2025/7/1 16:24,2.0,2025/7/7 19:03,,
怎麼還不愛(雀躍狂愛版) [三立偶像劇《料理高校生》片尾曲] [with 余楓],楊凱琳,Eve Ai,一直微笑,,,,,,Mandopop,8840765,247,1,1,3,11,2015,2025/6/11 23:50,2025/6/11 23:50,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/7/1 16:28,,,,
在沒有你以後 (feat. 張智成),謝和弦,R-chord,在沒有你以後 (feat. 張智成) - Single,,,,,,Mandopop,8439246,233,1,1,1,2,2016,2025/6/11 23:51,2025/6/11 23:51,256,44100,,Apple Music AAC音訊檔,,,14.0,2025/7/1 16:32,1.0,2025/6/15 19:58,,
黑暗騎士 (feat. 五月天),林俊傑,JJ Lin,因你 而在,,,,,,Mandopop,11076094,303,1,1,3,12,2013,2025/6/11 23:52,2025/6/11 23:52,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/1 16:37,,,,
彩虹,周杰倫,,我很忙,,,,,,Mandopop,9236711,263,1,1,2,10,2007,2025/6/12 01:41,2025/6/12 01:41,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/7/7 11:48,,,,
裂縫中的陽光,林俊傑,JJ Lin,因你 而在,,,,,,Mandopop,8199761,228,1,1,8,12,2013,2025/6/12 18:17,2025/6/12 18:17,256,44100,,Apple Music AAC音訊檔,,,18.0,2025/7/7 11:52,,,,
編號89757,林俊傑,,編號89757,,,,,,Mandopop,8589271,247,1,1,2,11,2005,2025/6/13 21:58,2025/6/13 21:58,256,44100,,Apple Music AAC音訊檔,,,16.0,2025/7/9 01:22,1.0,,,
Not Tonight,林俊傑,"Daniel Padilla, Fernando Garibay, JJ Lin, Joshua Kissiah Cumbee & Ramiro Padilla",Like You Do,,,,,,Pop,8196671,231,1,1,3,7,2021,2025/6/14 00:25,2025/6/14 00:25,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/9 01:26,,,,
Bedroom (feat. Anne-Marie),林俊傑,"Anne-Marie Nicholson, Ben Kohn, Camille Purcell, Pete Kelleher & Tom Barnes",Bedroom (feat. Anne-Marie) - Single,,,,,,Pop,7232826,203,1,1,1,1,2021,2025/6/14 00:28,2025/6/14 00:28,256,44100,,Apple Music AAC音訊檔,,,15.0,2025/7/9 01:29,,,,
黑鍵,林俊傑,JJ Lin,新地球,,,,,,Mandopop,12185813,328,1,1,5,11,2014,2025/6/16 01:20,2025/6/16 01:20,256,44100,,Apple Music AAC音訊檔,,,21.0,2025/7/9 01:34,,,,
絕不絕,林俊傑,JJ Lin,絕不絕 - Single,,,,,,Mandopop,8323345,226,1,1,1,1,2024,2025/6/16 17:43,2025/6/16 17:43,256,44100,,Apple Music AAC音訊檔,,,27.0,2025/7/9 01:38,,,,
